worker,index,status,latency_ms,tx_hash,gas_used,policy_id,error
w3,46,500,183.848,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba0000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (5, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 3, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 5, 0, 0, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 265 but got 264. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w0,47,500,1693.171,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba00000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000069c481a60000000000000000000000000000000000000000000000000000000069cdbc260000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (2, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 2, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 4, 1774485926, 1775090726, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 265 but got 264. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w2,49,500,1643.088,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba00000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000000000000000000000000000000000000000000000000000069c481a60000000000000000000000000000000000000000000000000000000069cdbc260000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (2, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 4, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 5, 1774485926, 1775090726, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 266 but got 265. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w3,50,500,1645.618,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (2, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 10, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 2, 0, 0, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 266 but got 265. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w1,48,200,1678.103,0xb890b742d6dfdb4222a791d3e1213f1917be1109af80431b72da719667d82a60,134001,23,
w0,51,500,167.210,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba0000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (5, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 7, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 4, 0, 0, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 266 but got 265. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w3,53,500,174.577,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (2, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 6, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 4, 0, 0, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 267 but got 266. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w1,54,500,173.372,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba0000000000000000000000000000000000000000000000000000000000000007000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (7, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 9, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 2, 0, 0, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 267 but got 266. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w2,52,200,220.037,0x2ac81f31f4b469c06b1357acdc4ada0cccf4d56d1bb8523f7586bf8e589bbbc2,134132,24,
w0,55,500,189.065,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba00000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000000000000000000000000000000000000000000000000000069c481a80000000000000000000000000000000000000000000000000000000069cdbc280000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (4, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 6, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 5, 1774485928, 1775090728, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 267 but got 266. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w1,57,500,160.484,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (2, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 5, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 5, 0, 0, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 268 but got 267. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w3,56,200,177.162,0xfd1ddb5f975a036cc587fb3f3a466bbff23202aac682c964d281b8418f89326c,114220,25,
w2,58,500,158.999,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba00000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000000000000000000000000000000000000000000000000000069c481a80000000000000000000000000000000000000000000000000000000069cdbc280000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (4, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 2, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 5, 1774485928, 1775090728, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 268 but got 267. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w0,59,500,175.872,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba0000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (8, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 5, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 2, 0, 0, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 268 but got 267. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w3,61,500,2089.117,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba00000000000000000000000000000000000000000000000000000000000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000000000000000000000000000000000000000000000000000069c481a80000000000000000000000000000000000000000000000000000000069cdbc280000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (7, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 8, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 5, 1774485928, 1775090728, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 269 but got 268. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w2,62,500,2078.787,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba00000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000000000000000000000000000000000000000000000000000069c481a80000000000000000000000000000000000000000000000000000000069cdbc280000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (4, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 6, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 5, 1774485928, 1775090728, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 269 but got 268. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w1,60,200,2094.999,0x83c5b168447d4ef9e27643ff02cc182d8f406839c6243075ee80da6559b55f99,134001,26,
w0,63,500,2064.523,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba0000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (5, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 4, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 3, 0, 0, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 269 but got 268. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w2,65,500,217.797,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba0000000000000000000000000000000000000000000000000000000000000007000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (7, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 7, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 3, 0, 0, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 270 but got 269. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w1,66,500,228.934,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (2, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 1, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 4, 0, 0, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 270 but got 269. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
w3,64,200,249.243,0x9b9e7adf779c9e62a175219d092f6d5a5ecc0701edad013c294ab4e8bea74ad2,134001,27,
w0,67,500,243.698,,,,"{""error"": ""Internal error"", ""details"": ""Nonce provided for the transaction is lower than the current nonce of the account.\nTry increasing the nonce or find the latest nonce with `getTransactionCount`.\n\nRequest Arguments:\n  from:  0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n  to:    0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  data:  0x40d777ba00000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000000000000000000000000000000000000000000000000000069c481aa0000000000000000000000000000000000000000000000000000000069cdbc2a0000000000000000000000000000000000000000000000000000000000000001\n \nContract Call:\n  address:   0x9fE46736679d2D9a65F0992F2272dE9f3c7fa6e0\n  function:  createPolicy(uint8 role, bytes32 orgId, bytes32 jurisdiction, uint8 rType, bytes32 caseId, uint8 action, uint8 maxSensitivity, uint64 notBefore, uint64 notAfter, bool allow)\n  args:                  (8, 0x0000000000000000000000000000000000000000000000000000000000000000, 0x0000000000000000000000000000000000000000000000000000000000000000, 7, 0x0000000000000000000000000000000000000000000000000000000000000000, 0, 5, 1774485930, 1775090730, true)\n  sender:    0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266\n\nDocs: https://viem.sh/docs/contract/writeContract\nDetails: Nonce too low. Expected nonce to be 270 but got 269. Note that transactions can't be queued when automining.\nVersion: viem@2.40.3""}"
